img_url	fr	en	split
2095078658_c14ba89bc2.jpg	एक जर्मन शेफर्ड बर्फ में  दौड़ रहा है। ||| एक कुत्ता बर्फ़ में दौड़ रहा है | ||| एक कुत्ता बर्फ पर दौड़ रहा है ||| बर्फ़ में दौड़ लगाता हुआ एक कुत्ता ||| एक कुत्ता घने बर्फ पर दौड़ रहा है	The German shepherd dog is running through the snow . ||| Large dog running in snow ||| A dog runs through snow in front of the woods . ||| The German Shepherd is running through the white snow . ||| The dog runs through the snow .	train
2095435987_1b7591d214.jpg	रेत में लोट लगाता एक कुत्ता ||| एक कुत्ता बाहर पड़ा है ||| कुत्ता जमीन पर खेल रहा है. ||| सफेद कुत्ता हवा में पंजे के साथ रेत में अपनी पीठ पर है। ||| एक कुत्ता मिट्टी में आराम फरमा रहा है।	The white and brown dog is rolling in the sand . ||| A dog lying on its back in the sand . ||| A white and brown dog rolls on its back in the sand . ||| The white dog is on its back in the sand with paws in the air . ||| The dog rolls over to scratch its back in the sand .	train
2100816230_ff866fb352.jpg	एक व्यक्ति बर्फ पर स्केटिंग कर रहा है। ||| मनोरंजक स्कीइंग यात्रा ||| एक व्यक्ति एक स्कीइंग स्टंट प्रदर्शन कर रहा है और हवा में कूद रहा है। ||| एक व्यक्ति बर्फ में स्केटिंग करते हुए ||| आदमी बर्फ़ पर स्की कर रहा हैं	A man in yellow ski jumping over a barrel . ||| Man skiing over a barrel in a snowy area . ||| A skier catches air over the snow . ||| A man in yellow jumps with his skis . ||| A man jumps while snow skiing .	train
2101457132_69c950bc45.jpg	नदी के किनारे एक कुत्ता हवा में उछल रहा है। ||| इस चित्र में एक कुत्ता पानी में छलांग रहा है। ||| एक कुत्ता पानी में छलांग लगा रहा है। ||| कुत्ता तलाब मैं जंप करता है ||| पानी में छलांग लगा रहा एक काला कुत्ता	A wet black dog jumping into a lake . ||| A black dog is leaping into a creek . ||| A black dog jumping off a river bank near a wooded area . ||| A wet black dog leaps across a stream . ||| A black dog is leaping over a stream of running water .	train
2115631346_9585a479b0.jpg	दो कुत्ते बर्फ की ज़मीन पर दौड़ रहे है ||| बर्फ में एक कुत्ता दुसरे कुत्ते का पीछा करते हुए दिख रहा है ||| दो कुत्ते बर्फ़ में दौड़ लगा रहे है ||| दो भूरे कुत्ते बर्फीले मैदान में दौड़ रहे हैं ||| कुत्ते बर्फ पे दौड़ रहे है	Two dogs race across a snowy field . ||| Two brown dogs run across a large snowy yard . ||| Two brown dogs are running through the snow . ||| Two dogs run through a snowy field . ||| two brown dogs running through the snow .	train
2138487671_5b89104043.jpg	लड़का पानी में कूद रहा है. ||| बच्चा खेल रहा है ||| एक लड़का पानी में कूद रहा है ||| एक बच्चा पानी में छलांग लगा रहा है	The young boy in the blue shirt is jumping into the water . ||| A young boy jumping into a lake . ||| A young boy jumps off of a plank into a lake . ||| A young boy jumping into a still lake ||| The boy is jumping into a lake .	train
2151056407_c9c09b0a02.jpg	एक सफेद कुत्ता और एक भेड़ सिर्फ चुंबन से प्रेम साझा कर रहा है | ||| एक सफ़ेद कुत्ता और एक भूरी भेड़ तार की बाड़ के आर पार से एक दुसरे के मुंह को चाटते हुए ||| एक कुत्ता और भेड़ बाड़ के अंतराल के बीच खेल रहे हैं। ||| कुत्ता और  बकरी किस करते है ||| कुत्ता खेत मैं खड़ा है.	A white dog sniffing sheep through a fence . ||| A small white dog inspects two sheep . ||| A white dog is sniffing a sheep through a fence . ||| White fluffy dog kissing sheep through a fence . ||| A fluffy white dog and two white sheep smell each other .	train
217583047_5e93e1e119.jpg	एक आदमी नाव चला रहा है ||| आदमी नदी पर नौका विहार कर रहा है. ||| एक आदमी नाओ में बैठा है ||| एक आदमी पानी में नाव में बैठा है ||| नाव में एक आदमी बैठा है	A man in a white boat is rowing through fog . ||| Man in a small white boat on a lake . ||| A man is riding in a boat on the water . ||| A man in his boat on the lake ||| A man sits in a rowboat alone on foggy water .	train
2180886307_5156460b2c.jpg	पानी में तैरता कुत्ता. ||| कुत्ता पानी में तेर रहा हे ||| एक कुत्ता पानी में तैर रहा है ||| बच्चा खेल रहा है	a dog swimming through the water ||| a tan dog swimming in some water ||| Brown dog splashing into the water . ||| A brown dog is swimming and splashing in the water . ||| A dog swims in the aqua water .	train
2187720319_112d00f07d.jpg	एक कुत्ता कूदता है ||| एक काला कुत्ता वहां कूद रहा है ||| चट्टान पे छलांग लगाता एक काला कुत्ता ||| एक कुत्ता एक घास रोल से बाहर कूद रहा है। ||| एक कुत्ता एक जगह से दूसरी जगह छलांग मार रहा है |	Black dog jumps from hay ball to hay ball . ||| A black dog is leaping from a cylindrical hay bale . ||| A black dog with white paws is jumping on hay bales . ||| A black dog with white paws jumping from a bale of hay . ||| A black dog jumps over rolled hay .	train
2192026581_b782d1355a.jpg	पानी में तैरते हुए बच्चे ||| बच्चे पूल में तैराकी का आनंद ले रहे हैं। ||| लोग तैर रहे है ||| कुछ लोग पानी मैं तैर रहे है. ||| कुछ लड़कियां पानी में तैर रही है।	A group of children in the ocean . ||| Many children are playing and swimming in the water . ||| A group of youngsters swim in lake water ||| Several people swim in a body of water . ||| A bunch of people swimming in water .	train
2192131110_8a40e7c028.jpg	बच्चा झूले पर बैठा है ||| लड़की झूला झूल रही है ||| एक लड़का झूले में झूल रहा है ||| छोटा बच्चा झूला झूल रहा है ||| एक व्यक्ती झूला झूल रहा है	This girl is having so much fun on the swing ! ||| kid swinging on a swing ||| A person swinging on a swing ||| A lady is swinging and smiling . ||| Person on swing	train
2192475933_d779bf42eb.jpg	समुद्र किनारे काफी सारे लोग पिकनिक मन रहे है ||| एक बच्चा समुद्र किनारे पर  , जिस पर बहुत सारे लोग हैं, खड़ा हे ||| बच्चा समुद्र किनारे खड़ा है a ||| एक बच्चा बीच पर खड़ा है ||| समुद्र तट पर एक तस्वीर के लिए एक बच्चा प्रस्तुत करता है	a boy wears a wetsuit at the beach . ||| A boy is wearing a wetsuit on a crowded beach . ||| child wearing a hat at the beach ||| A boy wearing a black wetsuit stands on a crowded beach . ||| A boy in a wetsuit on a crowded beach	train
2197275664_fabcf3424b.jpg	एक बच्ची घर के कमरे में खिलोने वाला स्कूटर चला रही है ||| एक बच्ची लाल तिपाया स्कूटर  चला रही है ||| बच्चा खेल रहा है ||| एक बच्ची खिलोने की स्कूटर चला रही है ||| नन्ही लड़की कमरे में स्कूटर चला रही है	Little girl playing on a scooter in her house . ||| A child riding a scooter indoors . ||| The little girl is riding her red scooter . ||| A girl plays on a red scooter . ||| The girl is on a red scooter	train
219843859_94b6d0a580.jpg	बिना किसी सुरक्षा के सीधी चट्टान पर चढ़ता एक पर्वतारोही ||| एक व्यक्ति दीवार पर चढ़ने का प्रयास कर रहा है। ||| एक व्यक्ति रॉक क्लाइम्बिंग कर रहा है। ||| आदमी पहाड़ पर चढ़ रहा है. ||| पहाड़ की चोटी पर जा रहा एक आदमी	A man climbing a cliff face . ||| A man climbs a sheer cliff face . ||| A man clings to the side of a rock face . ||| A man climbs a steep rock wall using safety ropes . ||| A man is rock climbing with no noticable harness .	train
2198484810_50a893824a.jpg	एक भूरा कुत्ता बाधा के ऊपर से कूदता हुआ। ||| कुत्ता जंप कर रहा है ||| इस कुत्ता छलांग लगा रहा है। ||| कुत्ता बगीचे मैं खेल रहा है. ||| मशीन पेर छलांग लगता एक कुत्ता	A small dog jumping over hurdles . ||| A dog runs through an obstacle course . ||| A brown dog is running through an obstacle course . ||| A brown dog jumps over an obstacle . ||| The brown dog is jumping over a low rail in a grassy yard .	train
2218334049_e649dbdb1a.jpg	अंधेरे में लॉन पर एक काला कुत्ता बाहर खड़ा है। ||| कुत्ता घास को देख रहा है ||| काला कुत्ता घास पर खड़ा है ||| कुन कुत्ता गेंद से खेल रहा है। ||| रात के अंधेरे मे एक काला कुत्ता	A black and brown dog is standing outdoors at night . ||| A Doberman Pinscher at night ||| Black dog in the yard at night . ||| The black dog is standing on the grass at night . ||| A black dog is standing outside in the dark of night .	test
2226440063_c085b30558.jpg	बर्फ गिरी है और एक कला सफेद  कुत्ता वह पर जा रहा है ||| बर्फ में एक कुत्ता जा रहा है ||| एक कुत्ता बर्फ़ में चल रहा है ||| एक कुत्ता बर्फीले टीले पर खड़ा है | ||| एक कुत्ता बर्फीले पानी में खड़ा है	A dog walks on rocks covered by snow ||| A brown and white dog is walking up snowy steps . ||| A black and white dog walks in the snow . ||| A black and white dog frolics in the snow . ||| A black and white dog is climbing stairs in the snow .	train
2229177914_3308fe7d20.jpg	जलती हुई छड़ी पर से एक कुत्ता कूद रहा है ||| कुत्ता जंपिंग खेल चल रहा है. ||| एक कुत्ता अंत में आग के साथ एक बाधा पर कूद रहा है। ||| एक कुत्ता रेस में छलांग लगा रहा है ||| एक प्यारा कुत्ता आग पर कूद रहा है	A yellow dog is jumping over a flaming hurdle . ||| A light brown dog jumping over a hurdle that has fire on each end . ||| A tan dog is jumping over a hurdle that is on fire on the ends ||| A brown dog is jumping over a pole with fire on the ends . ||| A brown dog jumps over hurdle with flames on each end .	test
2251418114_2b0cd4c139.jpg	एक आदमी पहाड़ पर खड़ा है ||| एक आदमी पहाड़ की चोटी पर बैठा है ||| वृद्ध लोग युगल आराम कर रहे हैं ||| एक बच्चा चट्टान पर बैठा है ||| एक बच्चा चट्टान के पीछे से झाँक रहा है	A child sitting on a rock formation . ||| A child on a rock formation . ||| A person in a red jacket on top of rocks . ||| A boy stands on a rocky mountain . ||| a little boy sitts on top of a big rock .	train
2255266906_8222af18b9.jpg	एक नंगे पेड़ पर कबूतर ||| एक सूखा हुआ पेड़ जिसकी सारी पत्तियाँ झड़ गयी है ||| एक पक्छी पेड़ की डाली पर बैठा है ||| एक सूखा हुआ पेड़ है और उसकी डाली पर एक भी फूल पौधे नहीं है ||| बिना पत्तियों वाले पेड़ पर पंछी बैठा है	A bird sits in a tree . ||| A black bird sitting in a leafless tree . ||| A grey dove in a bare tree . ||| a black bird sits in a dead tree . ||| A bird sits in a leafless tree .	train
2255338013_566127590b.jpg	एक व्यक्ति पानी में जा रहा है। ||| पत्थर पर चढ़ने वाला आदमी ||| एक पवतारोही रॉक कलाइम कर रहा है ||| व्यक्ति रोप जंप करता है ||| एक व्यक्ति पर्वतारोहण कर रहा है।	A man is abseiling down a cliff over the ocean . ||| A person is swinging by a cord over the ocean . ||| A man is repelling down a cliff next to a lake . ||| A person rappelling a cliff above a body of water . ||| A man is repelling down the side of a mountain over the ocean .	train
2260560631_09093be4c6.jpg	कॉमन  ओपस्सम  जंगल के बीच दौड़ रहा है ||| कुत्ता चल रहा है ||| भूरा कुत्ता दौड़ रहा है ||| ek kutta jungle me bhag raha hai ||| पेड़ की डाली के ऊपर से जाता एक कुत्ता	A dirty dogs runs through the woods . ||| A dog jumping over a stick in the yard . ||| A dog carries a stick through the woods . ||| The furry dog is running through a grassy wooded area . ||| A dog jumps over a stick in a forest .	train
